Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB
nucl1310	jipa	burmese	55	34	21	lapsyd	burmese_nucl1310	47	34	13	0.73	0.87	p pʰ b t tʰ d tʃ tʃʰ dʒ k kʰ g ʔ m̥ m n̥ n ɲ̊ ɲ ŋ̊ ŋ θ ð s sʰ z ʃ h ʍ w ɹ j ɬ l i e ɛ a ɔ o u ə ɪ ʊ eɪ aɪ aʊ oʊ ɪ̃ ã ʊ̃ eɪ̃ aɪ̃ aʊ̃ oʊ̃	dʒ tʃ ə g θ b tʃʰ ẽĩ t z m̥ sʰ ɔ h pʰ p ʔ l̥ ɲ̊ l ʊ̃ kʰ n k ŋ̊ ʃ ð u a j n̥ i ɲ o s tʰ ɪ̃ ɹ e ŋ m ɛ ʍ õũ æ̃ w d
nucl1310	jipa	burmese	55	34	21	upsid	nucl1310-476	46	33	13	0.71	0.86	p pʰ b t tʰ d tʃ tʃʰ dʒ k kʰ g ʔ m̥ m n̥ n ɲ̊ ɲ ŋ̊ ŋ θ ð s sʰ z ʃ h ʍ w ɹ j ɬ l i e ɛ a ɔ o u ə ɪ ʊ eɪ aɪ aʊ oʊ ɪ̃ ã ʊ̃ eɪ̃ aɪ̃ aʊ̃ oʊ̃	a æ̃ b ð d dʒ e ẽ̞ĩ ə ɛ g h i ɪ̃ j k kʰ l l̥ m m̥ n n̥ ɲ ɲ̊ ŋ ŋ̊ o õ̞ũ ɔ p pʰ s sʰ ʃ t tʰ tʃ tʃʰ u ʊ̃ w ʍ z ʔ θ
nucl1310	lapsyd	burmese_nucl1310	47	34	13	upsid	nucl1310-476	46	33	13	0.90	0.98	dʒ tʃ ə g θ b tʃʰ ẽĩ t z m̥ sʰ ɔ h pʰ p ʔ l̥ ɲ̊ l ʊ̃ kʰ n k ŋ̊ ʃ ð u a j n̥ i ɲ o s tʰ ɪ̃ ɹ e ŋ m ɛ ʍ õũ æ̃ w d	a æ̃ b ð d dʒ e ẽ̞ĩ ə ɛ g h i ɪ̃ j k kʰ l l̥ m m̥ n n̥ ɲ ɲ̊ ŋ ŋ̊ o õ̞ũ ɔ p pʰ s sʰ ʃ t tʰ tʃ tʃʰ u ʊ̃ w ʍ z ʔ θ
stan1289	jipa	catalan	31	24	7	lapsyd	catalaneastern_stan1289	30	23	7	0.85	0.90	p b t d tʃ dʒ k g m n ɲ ŋ r ɾ f v s z ʃ ʒ j w l ʎ i e ɛ a o ɔ u	m ɲ s a f ɛ ʒ ŋ u n i ʃ e o p w z t̪ d̪ ʎ g r j k ɾ l dʒ ɔ tʃ b
stan1289	jipa	catalan	31	24	7	phoible	stan1289-1138	39	23	16	0.67	0.76	p b t d tʃ dʒ k g m n ɲ ŋ r ɾ f v s z ʃ ʒ j w l ʎ i e ɛ a o ɔ u	a b d̪ dʒ e ei̯ ə ɛ ɛu̯ f g i i̯a i̯ɛ j k l ʎ m n ɲ ŋ o ou̯ ɔ p r ɾ s ʃ t̪ tʃ u u̯a u̯ə ui̯ w z ʒ
stan1289	lapsyd	catalaneastern_stan1289	30	23	7	phoible	stan1289-1138	39	23	16	0.77	0.86	m ɲ s a f ɛ ʒ ŋ u n i ʃ e o p w z t̪ d̪ ʎ g r j k ɾ l dʒ ɔ tʃ b	a b d̪ dʒ e ei̯ ə ɛ ɛu̯ f g i i̯a i̯ɛ j k l ʎ m n ɲ ŋ o ou̯ ɔ p r ɾ s ʃ t̪ tʃ u u̯a u̯ə ui̯ w z ʒ
east2379	jipa	centralarrernte	52	48	4	upsid	east2379-201	30	27	3	0.34	0.65	p t̪ tʲ t ʈ k m n̪ nʲ n ɳ ŋ pⁿ t̪ⁿ tⁿʲ tⁿ ʈⁿ kⁿ l̪ lʲ l ɭ ɾ w j ɻ ɰ pʷ mʷ t̪ʷ l̪ʷ tʲʷ nʲʷ lʲʷ jʷ tʷ nʷ tⁿʷ lʷ ɾʷ ʈʷ ɳʷ ʈⁿʷ ɭʷ ɻʷ kʷ ŋʷ kⁿʷ i ə a u	a bⁿ dⁿ d̠ⁿ d̪ⁿ ɖⁿ gⁿ i j k l l̠ l̪ ɭ m n n̠ n̪ ɳ ŋ p ɻ ɾ t t̠ t̪ ʈ u ɰ w
east2379	jipa	centralarrernte	52	48	4	phoible	east2379-2158	31	27	4	0.43	0.73	p t̪ tʲ t ʈ k m n̪ nʲ n ɳ ŋ pⁿ t̪ⁿ tⁿʲ tⁿ ʈⁿ kⁿ l̪ lʲ l ɭ ɾ w j ɻ ɰ pʷ mʷ t̪ʷ l̪ʷ tʲʷ nʲʷ lʲʷ jʷ tʷ nʷ tⁿʷ lʷ ɾʷ ʈʷ ɳʷ ʈⁿʷ ɭʷ ɻʷ kʷ ŋʷ kⁿʷ i ə a u	a bⁿ dⁿ d̪ⁿ ɖⁿ ə i j k kⁿ l l̪ lʲ ɭ m n n̪ ɳ ȵ ŋ p ɻ ɾ t t̪ tʲ ʈ ȶⁿ u ɰ w
east2379	upsid	east2379-201	30	27	3	phoible	east2379-2158	31	27	4	0.69	0.78	a bⁿ dⁿ d̠ⁿ d̪ⁿ ɖⁿ gⁿ i j k l l̠ l̪ ɭ m n n̠ n̪ ɳ ŋ p ɻ ɾ t t̠ t̪ ʈ u ɰ w	a bⁿ dⁿ d̪ⁿ ɖⁿ ə i j k kⁿ l l̪ lʲ ɭ m n n̪ ɳ ȵ ŋ p ɻ ɾ t t̪ tʲ ʈ ȶⁿ u ɰ w
cent2092	jipa	centralsama	41	30	11	phoible	cent2092-2208	36	30	6	0.88	0.94	p pː b bː t̪ t̪ː d dː dʒ dʒː k kː g gː ʔ m mː n nː ɲ ŋ ŋː s sː h w j jː l lː i e ə a u o iː eː aː oː uː	a b bː d dː dʒː dʒ e ə g gː h i j jː k kː l lː m mː n nː ɲ ŋ ŋː o p pː s sː t̪ t̪ː u w ʔ
chic1270	jipa	chikasaw	43	31	12	phoible	chic1270-1230	25	16	9	0.58	0.66	p b t k ʔ tʃ f s ɬ ʃ h m n l j w pː bː tː kː tʃː fː sː ɬː ʃː hː mː nː lː jː wː i iˑ iː a aˑ aː o oˑ oː ĩː ãː õː	a aː ãː b f h i iː ĩː j k l ɬ m n o oː õː p s ʃ t tʃ w ʔ
yuec1235	jipa	chinesehongkongcantonese	54	20	34	upsid	yuec1235-642	25	20	5	0.34	0.62	p pʰ t tʰ k kʰ kʷ kʷʰ m n ŋ r f s h w j l ts tsʰ i iː y yː ɪ ɛ ɛː œ œː ɵ ɵː a aː ɐ ɔ ɔː u uː ʊ ai aːi ɐi au aːu ɐu ei ɵy ɔi ɔːi ui uːi iu iːu ou	a æ f h i j k kʰ kʷ kʷʰ l l̥ m n ŋ ɔ p pʰ ʃ t tʰ tʃ tʃʰ u w
yuec1235	jipa	chinesehongkongcantonese	54	20	34	phoible	yuec1235-2166	42	21	21	0.48	0.76	p pʰ t tʰ k kʰ kʷ kʷʰ m n ŋ r f s h w j l ts tsʰ i iː y yː ɪ ɛ ɛː œ œː ɵ ɵː a aː ɐ ɔ ɔː u uː ʊ ai aːi ɐi au aːu ɐu ei ɵy ɔi ɔːi ui uːi iu iːu ou	a̞ aːĭ aːŭ ɐ ɐi ɐu ei ɛ f h i iːŭ ɪ̞ j k kʰ kʷ kʷʰ l m n ŋ œ̞ ou ɔ̽ ɔːĭ ɵ ɵy p pʰ r s t tʰ ts tsʰ u uːĭ ʊ̟ w y β
yuec1235	upsid	yuec1235-642	25	20	5	phoible	yuec1235-2166	42	21	21	0.37	0.68	a æ f h i j k kʰ kʷ kʷʰ l l̥ m n ŋ ɔ p pʰ ʃ t tʰ tʃ tʃʰ u w	a̞ aːĭ aːŭ ɐ ɐi ɐu ei ɛ f h i iːŭ ɪ̞ j k kʰ kʷ kʷʰ l m n ŋ œ̞ ou ɔ̽ ɔːĭ ɵ ɵy p pʰ r s t tʰ ts tsʰ u uːĭ ʊ̟ w y β
coco1260	jipa	cocosmalay	25	19	6	phoible	coco1260-2222	27	19	8	0.93	0.96	p b t̪ d tʃ dʒ k g ʔ m n ɲ ŋ s ʁ h w j l i e ə a o u	a ai au b d dʒ e ə g h i j k l m n ɲ ŋ o p ʁ s t̪ tʃ u w ʔ
croa1245	jipa	croatian	37	25	12	phoible	croa1245-1139	36	25	11	0.82	0.89	p b t d k g ts tʃ dʒ tɕ dʑ m n ɲ f s z ʃ ʒ x r ʋ j l ʎ i e a o u iː eː aː oː uː ə ie	a aː b d̪ dʑ dʒ e eː f g i iː ie j k l ʎ m n ɲ o oː p r s ʃ t̪ tɕ ts̪ tʃ u uː ʋ x z ʒ
czec1258	jipa	czech	39	26	13	lapsyd	czech_czec1258	38	25	13	0.93	0.92	p b t d c ɟ k g ʔ m n ɲ f v s z ʃ ʒ x ɦ ts tʃ r r̝ j l ɪ ɛ a o u iː ɛː aː oː uː ou au ɛu	n ɛu r̝ ɦ b v x tʃ z u ou j c uː ɟ o ɛː aː l f ɛ ɲ d m t i r au g oː iː s ʃ a k p ts ʒ
czec1258	jipa	czech	39	26	13	phoible	czec1258-1140	38	25	13	0.97	0.95	p b t d c ɟ k g ʔ m n ɲ f v s z ʃ ʒ x ɦ ts tʃ r r̝ j l ɪ ɛ a o u iː ɛː aː oː uː ou au ɛu	a aː au b c d ɛ ɛː ɛu f g ɦ iː ɪ j ɟ k l m n ɲ o oː ou p r r̝ s ʃ t ts tʃ u uː v x z ʒ
czec1258	lapsyd	czech_czec1258	38	25	13	phoible	czec1258-1140	38	25	13	0.95	0.97	n ɛu r̝ ɦ b v x tʃ z u ou j c uː ɟ o ɛː aː l f ɛ ɲ d m t i r au g oː iː s ʃ a k p ts ʒ	a aː au b c d ɛ ɛː ɛu f g ɦ iː ɪ j ɟ k l m n ɲ o oː ou p r r̝ s ʃ t ts tʃ u uː v x z ʒ
dani1285	jipa	danish	47	24	23	phoible	dani1285-2167	69	20	49	0.33	0.53	pʰ b̥ ts d̥ kʰ g̊ m mˤ n nˤ ŋ ŋˤ f v s ɕ h w ð ðˤ j ʁ l r i y e ɛ ø œ æ œ̞ a ɶ ɑ ʌ ɒ ɔ ɔː o oˤː u ə ɔˤː ɑˤː eˤː æˤː	a æ æu̯ æʌ̯ ɑ ɑi̯ ɑu̯ ɒ ɒu̯ b̥ b̥ʰ ɕ d̥ ɹ̪ dz̥ e eu̯ eʌ̯ ɛ ɛu̯ f g̊ g̊ʰ h i i̯a i̯æ i̯ɑ i̯ɒ i̯e i̯ɛ i̯o i̯ø i̯œ i̯œ̞ i̯ɔ iu̯ i̯u iʌ̯ i̯ʌ i̯y j l m n ŋ o ø œ œ̞ œi̯ œu̯ œ̞ʌ̯ øu̯ oʌ̯ øʌ̯ ɔ r ʁ̞ s u ui̯ uʌ̯ ʋ ʌ w y yu̯ yʌ̯
dari1249	jipa	dariafghanpersianformal	35	23	12	jipa	dariafghanpersianinformal	35	23	12	1.00	1.00	p b t d k g q m n f s z ʃ ʒ x ɣ h tʃ dʒ ɾ w j l i e ɛ ɐ ʌ ʊ o u ɐi ɐu ʌi ui	p b t d k g q m n f s z ʃ ʒ x ɣ h tʃ dʒ ɾ w j l i e ɛ ɐ ʌ ʊ o u ɐi ɐu ʌi ui
dutc1256	jipa	dutch	42	20	22	lapsyd	dutch_dutc1256	34	18	16	0.65	0.75	p b t d k ʔ m n ŋ f v s z ʒ χ ɦ ɾ ʋ j l ɪ ʏ ɛ ə ɑ ɔ i y eː øː aː oː u iː yː ɛː œː ɔː uː ɛi œy ʌu	v ou y ɑ k s ɛ ə b l ŋ ɪ p ɑu ɦ ʋ ʏ χ øy m ɔ œy aː ei ɛi ɾ t u n f j z d i
dutc1256	jipa	dutch	42	20	22	phoible	dutc1256-1050	39	24	15	0.59	0.74	p b t d k ʔ m n ŋ f v s z ʒ χ ɦ ɾ ʋ j l ɪ ʏ ɛ ə ɑ ɔ i y eː øː aː oː u iː yː ɛː œː ɔː uː ɛi œy ʌu	aː ɑ b d eː ɛ ɛi̯ f ɣ ɦ i ɪ j k l ʎ m n ɲ ŋ oː øː œy ɔ ɔu p ʀ s ʃ t u v w x yː ʏ z ʒ ʔ
dutc1256	jipa	dutch	42	20	22	phoible	dutc1256-2169	37	22	15	0.65	0.78	p b t d k ʔ m n ŋ f v s z ʒ χ ɦ ɾ ʋ j l ɪ ʏ ɛ ə ɑ ɔ i y eː øː aː oː u iː yː ɛː œː ɔː uː ɛi œy ʌu	aː ɑ b d eː ɛ ɛi f ɣ ɦ i ɪ j k l m n ŋ oː øː œy ɔ ɔu p r s ʃ t u v w x yː ʏ z ʒ ʔ
dutc1256	jipa	dutch	42	20	22	phoible	dutc1256-2170	55	22	33	0.49	0.66	p b t d k ʔ m n ŋ f v s z ʒ χ ɦ ɾ ʋ j l ɪ ʏ ɛ ə ɑ ɔ i y eː øː aː oː u iː yː ɛː œː ɔː uː ɛi œy ʌu	aː æ æ̃ː aɪ ɑ ɑː ɑ̃ː b d dʒ eː eɪ ə ɛ ɛː f g ɣ h i iː ɪ ɪə j k l m n ŋ ø oː øː œ œː œ̃ː øɪ ou ɔ ɔː ɔ̃ː ɔɪ p r s ʃ t u uː uɪ v x y yː z β̞
dutc1256	jipa	dutch	42	20	22	phoible	dutc1256-2173	58	22	36	0.61	0.71	p b t d k ʔ m n ŋ f v s z ʒ χ ɦ ɾ ʋ j l ɪ ʏ ɛ ə ɑ ɔ i y eː øː aː oː u iː yː ɛː œː ɔː uː ɛi œy ʌu	aː æ æː ɑ ɑː ɑu ɑuː b d eː ə ɛ ɛː ɛi ɛiː f ɣ ɦ i iː iːə ɪ j k l m n ŋ oː øː oːə œ œː œy œyː ɔ ɔː ɔːə ɔu ɔuː p ʀ s ʃ t u uː uːə v x y yː yːə ʏ z ʒ ʔ β̞
dutc1256	jipa	dutch	42	20	22	phoible	dutc1256-2174	57	24	33	0.43	0.67	p b t d k ʔ m n ŋ f v s z ʒ χ ɦ ɾ ʋ j l ɪ ʏ ɛ ə ɑ ɔ i y eː øː aː oː u iː yː ɛː œː ɔː uː ɛi œy ʌu	a aː aɪ aʊ ɒ ɒː b d eː eə ei ə əʊ ɛ ɛː ɛə ɛɪ ɞʊ f ɣ h iː iə ɪ j k kʲ l m n ŋ o oː øː œ œː œʏ øy ɔ p pʲ r s ʃ t tʲ uː uɪ ʊ v x y yː ʏ z ʒ β̞
dutc1256	lapsyd	dutch_dutc1256	34	18	16	phoible	dutc1256-1050	39	24	15	0.49	0.68	v ou y ɑ k s ɛ ə b l ŋ ɪ p ɑu ɦ ʋ ʏ χ øy m ɔ œy aː ei ɛi ɾ t u n f j z d i	aː ɑ b d eː ɛ ɛi̯ f ɣ ɦ i ɪ j k l ʎ m n ɲ ŋ oː øː œy ɔ ɔu p ʀ s ʃ t u v w x yː ʏ z ʒ ʔ
dutc1256	lapsyd	dutch_dutc1256	34	18	16	phoible	dutc1256-2169	37	22	15	0.54	0.71	v ou y ɑ k s ɛ ə b l ŋ ɪ p ɑu ɦ ʋ ʏ χ øy m ɔ œy aː ei ɛi ɾ t u n f j z d i	aː ɑ b d eː ɛ ɛi f ɣ ɦ i ɪ j k l m n ŋ oː øː œy ɔ ɔu p r s ʃ t u v w x yː ʏ z ʒ ʔ
dutc1256	lapsyd	dutch_dutc1256	34	18	16	phoible	dutc1256-2170	55	22	33	0.37	0.55	v ou y ɑ k s ɛ ə b l ŋ ɪ p ɑu ɦ ʋ ʏ χ øy m ɔ œy aː ei ɛi ɾ t u n f j z d i	aː æ æ̃ː aɪ ɑ ɑː ɑ̃ː b d dʒ eː eɪ ə ɛ ɛː f g ɣ h i iː ɪ ɪə j k l m n ŋ ø oː øː œ œː œ̃ː øɪ ou ɔ ɔː ɔ̃ː ɔɪ p r s ʃ t u uː uɪ v x y yː z β̞
dutc1256	lapsyd	dutch_dutc1256	34	18	16	phoible	dutc1256-2173	58	22	36	0.44	0.60	v ou y ɑ k s ɛ ə b l ŋ ɪ p ɑu ɦ ʋ ʏ χ øy m ɔ œy aː ei ɛi ɾ t u n f j z d i	aː æ æː ɑ ɑː ɑu ɑuː b d eː ə ɛ ɛː ɛi ɛiː f ɣ ɦ i iː iːə ɪ j k l m n ŋ oː øː oːə œ œː œy œyː ɔ ɔː ɔːə ɔu ɔuː p ʀ s ʃ t u uː uːə v x y yː yːə ʏ z ʒ ʔ β̞
dutc1256	lapsyd	dutch_dutc1256	34	18	16	phoible	dutc1256-2174	57	24	33	0.34	0.56	v ou y ɑ k s ɛ ə b l ŋ ɪ p ɑu ɦ ʋ ʏ χ øy m ɔ œy aː ei ɛi ɾ t u n f j z d i	a aː aɪ aʊ ɒ ɒː b d eː eə ei ə əʊ ɛ ɛː ɛə ɛɪ ɞʊ f ɣ h iː iə ɪ j k kʲ l m n ŋ o oː øː œ œː œʏ øy ɔ p pʲ r s ʃ t tʲ uː uɪ ʊ v x y yː ʏ z ʒ β̞
dutc1256	phoible	dutc1256-1050	39	24	15	phoible	dutc1256-2169	37	22	15	0.85	0.91	aː ɑ b d eː ɛ ɛi̯ f ɣ ɦ i ɪ j k l ʎ m n ɲ ŋ oː øː œy ɔ ɔu p ʀ s ʃ t u v w x yː ʏ z ʒ ʔ	aː ɑ b d eː ɛ ɛi f ɣ ɦ i ɪ j k l m n ŋ oː øː œy ɔ ɔu p r s ʃ t u v w x yː ʏ z ʒ ʔ
dutc1256	phoible	dutc1256-1050	39	24	15	phoible	dutc1256-2170	55	22	33	0.42	0.62	aː ɑ b d eː ɛ ɛi̯ f ɣ ɦ i ɪ j k l ʎ m n ɲ ŋ oː øː œy ɔ ɔu p ʀ s ʃ t u v w x yː ʏ z ʒ ʔ	aː æ æ̃ː aɪ ɑ ɑː ɑ̃ː b d dʒ eː eɪ ə ɛ ɛː f g ɣ h i iː ɪ ɪə j k l m n ŋ ø oː øː œ œː œ̃ː øɪ ou ɔ ɔː ɔ̃ː ɔɪ p r s ʃ t u uː uɪ v x y yː z β̞
dutc1256	phoible	dutc1256-1050	39	24	15	phoible	dutc1256-2173	58	22	36	0.56	0.66	aː ɑ b d eː ɛ ɛi̯ f ɣ ɦ i ɪ j k l ʎ m n ɲ ŋ oː øː œy ɔ ɔu p ʀ s ʃ t u v w x yː ʏ z ʒ ʔ	aː æ æː ɑ ɑː ɑu ɑuː b d eː ə ɛ ɛː ɛi ɛiː f ɣ ɦ i iː iːə ɪ j k l m n ŋ oː øː oːə œ œː œy œyː ɔ ɔː ɔːə ɔu ɔuː p ʀ s ʃ t u uː uːə v x y yː yːə ʏ z ʒ ʔ β̞
dutc1256	phoible	dutc1256-1050	39	24	15	phoible	dutc1256-2174	57	24	33	0.39	0.60	aː ɑ b d eː ɛ ɛi̯ f ɣ ɦ i ɪ j k l ʎ m n ɲ ŋ oː øː œy ɔ ɔu p ʀ s ʃ t u v w x yː ʏ z ʒ ʔ	a aː aɪ aʊ ɒ ɒː b d eː eə ei ə əʊ ɛ ɛː ɛə ɛɪ ɞʊ f ɣ h iː iə ɪ j k kʲ l m n ŋ o oː øː œ œː œʏ øy ɔ p pʲ r s ʃ t tʲ uː uɪ ʊ v x y yː ʏ z ʒ β̞
dutc1256	phoible	dutc1256-2169	37	22	15	phoible	dutc1256-2170	55	22	33	0.46	0.65	aː ɑ b d eː ɛ ɛi f ɣ ɦ i ɪ j k l m n ŋ oː øː œy ɔ ɔu p r s ʃ t u v w x yː ʏ z ʒ ʔ	aː æ æ̃ː aɪ ɑ ɑː ɑ̃ː b d dʒ eː eɪ ə ɛ ɛː f g ɣ h i iː ɪ ɪə j k l m n ŋ ø oː øː œ œː œ̃ː øɪ ou ɔ ɔː ɔ̃ː ɔɪ p r s ʃ t u uː uɪ v x y yː z β̞
dutc1256	phoible	dutc1256-2169	37	22	15	phoible	dutc1256-2173	58	22	36	0.58	0.70	aː ɑ b d eː ɛ ɛi f ɣ ɦ i ɪ j k l m n ŋ oː øː œy ɔ ɔu p r s ʃ t u v w x yː ʏ z ʒ ʔ	aː æ æː ɑ ɑː ɑu ɑuː b d eː ə ɛ ɛː ɛi ɛiː f ɣ ɦ i iː iːə ɪ j k l m n ŋ oː øː oːə œ œː œy œyː ɔ ɔː ɔːə ɔu ɔuː p ʀ s ʃ t u uː uːə v x y yː yːə ʏ z ʒ ʔ β̞
dutc1256	phoible	dutc1256-2169	37	22	15	phoible	dutc1256-2174	57	24	33	0.42	0.63	aː ɑ b d eː ɛ ɛi f ɣ ɦ i ɪ j k l m n ŋ oː øː œy ɔ ɔu p r s ʃ t u v w x yː ʏ z ʒ ʔ	a aː aɪ aʊ ɒ ɒː b d eː eə ei ə əʊ ɛ ɛː ɛə ɛɪ ɞʊ f ɣ h iː iə ɪ j k kʲ l m n ŋ o oː øː œ œː œʏ øy ɔ p pʲ r s ʃ t tʲ uː uɪ ʊ v x y yː ʏ z ʒ β̞
dutc1256	phoible	dutc1256-2170	55	22	33	phoible	dutc1256-2173	58	22	36	0.53	0.75	aː æ æ̃ː aɪ ɑ ɑː ɑ̃ː b d dʒ eː eɪ ə ɛ ɛː f g ɣ h i iː ɪ ɪə j k l m n ŋ ø oː øː œ œː œ̃ː øɪ ou ɔ ɔː ɔ̃ː ɔɪ p r s ʃ t u uː uɪ v x y yː z β̞	aː æ æː ɑ ɑː ɑu ɑuː b d eː ə ɛ ɛː ɛi ɛiː f ɣ ɦ i iː iːə ɪ j k l m n ŋ oː øː oːə œ œː œy œyː ɔ ɔː ɔːə ɔu ɔuː p ʀ s ʃ t u uː uːə v x y yː yːə ʏ z ʒ ʔ β̞
dutc1256	phoible	dutc1256-2170	55	22	33	phoible	dutc1256-2174	57	24	33	0.49	0.67	aː æ æ̃ː aɪ ɑ ɑː ɑ̃ː b d dʒ eː eɪ ə ɛ ɛː f g ɣ h i iː ɪ ɪə j k l m n ŋ ø oː øː œ œː œ̃ː øɪ ou ɔ ɔː ɔ̃ː ɔɪ p r s ʃ t u uː uɪ v x y yː z β̞	a aː aɪ aʊ ɒ ɒː b d eː eə ei ə əʊ ɛ ɛː ɛə ɛɪ ɞʊ f ɣ h iː iə ɪ j k kʲ l m n ŋ o oː øː œ œː œʏ øy ɔ p pʲ r s ʃ t tʲ uː uɪ ʊ v x y yː ʏ z ʒ β̞
dutc1256	phoible	dutc1256-2173	58	22	36	phoible	dutc1256-2174	57	24	33	0.44	0.72	aː æ æː ɑ ɑː ɑu ɑuː b d eː ə ɛ ɛː ɛi ɛiː f ɣ ɦ i iː iːə ɪ j k l m n ŋ oː øː oːə œ œː œy œyː ɔ ɔː ɔːə ɔu ɔuː p ʀ s ʃ t u uː uːə v x y yː yːə ʏ z ʒ ʔ β̞	a aː aɪ aʊ ɒ ɒː b d eː eə ei ə əʊ ɛ ɛː ɛə ɛɪ ɞʊ f ɣ h iː iə ɪ j k kʲ l m n ŋ o oː øː œ œː œʏ øy ɔ p pʲ r s ʃ t tʲ uː uɪ ʊ v x y yː ʏ z ʒ β̞
egaa1242	jipa	ega	36	27	9	phoible	egaa1242-1233	36	27	9	0.64	0.90	p b t d c ɟ k g kp gb ɓ ɗ ʄ ɠ ɠɓ m n ɲ ŋ f v s z x j w l a i e o u ɪ ɛ ʊ ɔ	a b ɓ c d ɗ e̘ e̙ f g gb ɠ ɠɓ i̘ i̙ j ɟ ʄ k kp l m n ɲ ŋ o̘ o̙ p s t u̘ u̙ v w x z
ersu1241	jipa	ersu	60	54	6	phoible	ersu1241-2199	59	51	8	0.32	0.72	p pʰ b ⁿpʰ ⁿb t tʰ d ⁿtʰ ⁿd k kʰ g ⁿkʰ ⁿg ts̪ ts̪ʰ dz̪ ⁿts̪ʰ ⁿdz̪ ts̻ ts̻ʰ dz̻ ⁿts̻ʰ ⁿdz̻ tɕ tɕʰ dʑ ⁿtɕʰ ⁿdʑ ʈʳ ʈʳʰ ɖʳ ⁿʈʳʰ ⁿɖʳ ɽ m n ŋ f v s̪ z̪ s̻ z̻ ɕ ʑ x w j l ɬ i ɛ a o z̩ v̩ ə˞ a˞	æ ɐ b ɕ d dz dʑ dʒ e ə g ɣ h i j k kʰ l ɬ m ⁿb ⁿpʰ n ⁿd ⁿdz ⁿdʒ ⁿtʰ ⁿtsʰ ⁿtʃʰ ⁿqʰ ɲ ⁿdʑ ⁿtɕʰ ŋ̍ ⁿg o p pʰ q qʰ ɹ s ʃ t tɕ tɕʰ tʰ ts tsʰ tʃ tʃʰ u x y z ʑ ʒ ʔ β̞
esto1258	jipa	standardestonian	95	25	70	phoible	esto1258-2181	54	45	9	0.30	0.42	p t tʲ k m n nʲ r f v s ʃ sʲ h l lʲ j pː tː tʲː kː sː sʲː ʃː fː i iˑ iː iːː y yˑ yː yːː e eˑ eː eːː ø øˑ øː øːː æ æˑ æː æːː u uˑ uː uːː ɤ ɤˑ ɤː o oˑ oː oːː ɑ ɑˑ ɑː eɑ iɑ oɑ uɑ ɤɑ øɑ yɑ ɑe ie oe ue ɤe æe øe ye ɑi ei oi ui ɤi æi øi yi ɑo eo io uo ɤo æo yo ɑu eu iu ou ɤu æu	æ ɑ e ɤ f fː fˑ h i j k kː kˑ l lː lˑ lʲ lʲː lʲˑ m mː mˑ n nː nˑ nʲ nʲː nʲˑ o ø p pː pˑ r rː rˑ s sː sˑ sʲ sʲː sʲˑ ʃ ʃː ʃˑ t tː tˑ tʲ tʲː tʲˑ u v y
port1283	jipa	europeanportuguese	47	19	28	phoible	port1283-2206	47	19	28	0.68	0.92	p b t d k g m n ɲ f v s z ʃ ʒ ʁ ɾ l ʎ i e ɛ a ɔ o u ɐ ɯ ĩ ẽ ɐ̃ õ ũ ɛi ai ɐi ɔi oi ui iu eu ɛu au ɐ̃i õi ũi ɐ̃u	a ai au̜ ɐ ɐ̃ ɐi ɐ̃i ɐ̃u̜ b d̪ e ẽ eu̜ ɛ ɛi ɛu̜ f g i ĩ iu̜ k l̪ˠ ʎ m n̪ ɲ o õ oi õi ɔ ɔi p ɾ ʁ s ʃ t̪ u ũ ui ũi ɯ v z ʒ
stan1290	jipa	french	35	21	14	lapsyd	french_stan1290	35	21	14	0.71	0.92	p b t d k g m n ɲ ŋ f v s z ʃ ʒ ʁ l j ɥ w i y e ø ɛ œ a ə ɔ o u ɛ̃ ɑ̃ ɔ̃	ŋ ʃ v ɑ̃ ɔ s̪ m w œ k ʒ u ə ɛ̃ e l̪ ɥ b n̪ ø a p d̪ t̪ ɲ o i f g j y ɔ̃ ʁ z̪ ɛ
stan1290	jipa	french	35	21	14	upsid	stan1290-331	37	21	16	0.44	0.77	p b t d k g m n ɲ ŋ f v s z ʃ ʒ ʁ l j ɥ w i y e ø ɛ œ a ə ɔ o u ɛ̃ ɑ̃ ɔ̃	a̟ æ̃ ɒ ɒ̃ b d̪ e ɛ ɛː f g i j k l̪ m n̪ ɲ ŋ õ ø oː œ œ̃ ɔ p ʀ s̪ ʃ t̪ u ɥ v w y z̪ ʒ
stan1290	jipa	french	35	21	14	phoible	stan1290-2182	36	21	15	0.73	0.87	p b t d k g m n ɲ ŋ f v s z ʃ ʒ ʁ l j ɥ w i y e ø ɛ œ a ə ɔ o u ɛ̃ ɑ̃ ɔ̃	a ɑ ɑ̃ b d̪ e ə ɛ ɛ̃ f g i j k l̪ m n ɲ ŋ o ø œ ɔ ɔ̃ p ʁ s̪ ʃ t̪ u ɥ v w y z̪ ʒ
